thisRow.t,notes,step1.started,instruct.started,instruct_mouse.started,next_text.started,step1.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,participant,session,date,expName,psychopyVersion,expStart,
,,0.012476600000127291,0.02352700000005825,0.012185399999907531,0.02352700000005825,3.5628827000000456,[0.012962962962962963],[-0.3768518518518518],[1],[0],[0],[3.5499525000000176],['next_text'],125923,001,2025-03-31_19h44.58.371,tutorial,2024.2.4,2025-03-31 19h45.04.860387 -0500,
