thisRow.t,notes,trial.started,step_1_welcome.started,button.started,mouse.started,trial.stopped,button.numClicks,button.timesOn,button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014919499999905383,0.03098779999982071,0.03098779999982071,0.01466260000006514,1.7816521999998258,0,,,[0.8842592592592593],[0.12037037037037036],[1],[0],[0],[1.766233899999861],686302,001,2025-03-26_22h21.49.164,tutorial,2024.2.4,60.013130873081025,2025-03-26 22h21.54.623803 -0500,
