thisRow.t,notes,instructions.started,instruct.started,instruct_mouse.started,next_text.started,instructions.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,participant,session,date,expName,psychopyVersion,expStart,
,,0.012035399999831498,0.0209525999998732,0.011758399999962421,0.0209525999998732,6.078703099999984,"[-0.06666666666666667, -0.22962962962962963, -0.003703703703703704]","[-0.14629629629629629, 0.17314814814814813, -0.37777777777777777]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.601560099999915, 3.250456299999996, 6.066201699999965]","[None, None, 'next_text']",677667,001,2025-03-31_19h38.06.294,tutorial,2024.2.4,2025-03-31 19h38.12.731856 -0500,
