thisN,thisTrialN,thisRepN,question.thisRepN,question.thisTrialN,question.thisN,question.thisIndex,thisRow.t,notes,step1.started,problem.started,key.started,dialog.started,step1.stopped,question.problem.text,question.key.keys,question.key.rt,question.key.duration,question.dialog.text,participant,session,date,expName,psychopyVersion,expStart,
4,0,4,4,0,4,0,10.476078399999096,,10.46077940000032,10.476078399999096,10.476078399999096,10.476078399999096,14.24298760000056,"Question> this is crazy
",return,3.648329499999818,0.11231290000068839,"XXXQuestion> this is crazy
",,,,,,,
