thisN,thisTrialN,thisRepN,question.thisRepN,question.thisTrialN,question.thisN,question.thisIndex,thisRow.t,notes,step1.started,problem.started,key.started,answer.started,step1.stopped,question.problem.text,question.key.keys,question.key.rt,question.key.duration,question.answer.text,participant,session,date,expName,psychopyVersion,expStart,
4,0,4,4,0,4,0,12.575148799998715,,12.561506699999882,12.575148799998715,12.575148799998715,12.575148799998715,13.076338900000337,"Question> x
",return,0.40717839999888383,0.08797260000028473,"XXX Question> x
",,,,,,,
