thisN,thisTrialN,thisRepN,question.thisRepN,question.thisTrialN,question.thisN,question.thisIndex,thisRow.t,notes,step1.started,problem.started,key.started,step1.stopped,participant,session,date,expName,psychopyVersion,expStart,
0,0,0,0,0,0,0,0.019514799999342358,,0.010071699999571138,0.019514799999342358,0.019514799999342358,3.1021129999999175,,,,,,,
