thisRow.t,notes,trial.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0035288999999920634,0.014700700000048528,10.011429200000066,622249,001,2025-03-26_21h58.18.566,tutorial,2024.2.4,59.9789353978978,2025-03-26 21h58.29.036488 -0500,
