thisRow.t,notes,trial.started,step_1_welcome.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.017989699999816366,0.03447479999977077,0.03447479999977077,4.735857699999997,space,4.618243599999914,None,746060,001,2025-03-26_22h14.08.056,tutorial,2024.2.4,60.011870348065415,2025-03-26 22h14.13.695602 -0500,
