thisRow.t,notes,step1.started,instruct.started,instruct_mouse.started,next_text.started,step1.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,step2.started,instruct2.started,instruct_mouse2.started,next_text2.started,step2.stopped,instruct_mouse2.x,instruct_mouse2.y,instruct_mouse2.leftButton,instruct_mouse2.midButton,instruct_mouse2.rightButton,instruct_mouse2.time,instruct_mouse2.clicked_name,step3_pretest.started,instruct3.started,instruct_mouse3.started,next_text3.started,answerA.started,step3_pretest.stopped,instruct_mouse3.x,instruct_mouse3.y,instruct_mouse3.leftButton,instruct_mouse3.midButton,instruct_mouse3.rightButton,instruct_mouse3.time,instruct_mouse3.clicked_name,answerA.numClicks,answerA.timesOn,answerA.timesOff,participant,session,date,expName,psychopyVersion,expStart,
,,0.018069400000058522,0.0264020999998138,0.017764899999747286,0.0264020999998138,1.0817022999999608,[-0.046296296296296294],[-0.387037037037037],[1],[0],[0],[1.0630823000001328],['next_text'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,883280,001,2025-03-31_19h57.33.946,tutorial,2024.2.4,2025-03-31 19h57.40.590501 -0500,
,,,,,,,,,,,,,,1.0898275999998077,1.1138393000001088,0.008053500000187341,1.1138393000001088,2.04784810000001,[-0.002777777777777778],[-0.39814814814814814],[1],[0],[0],[0.9575659999995878],['next_text2'],,,,,,,,,,,,,,,,,883280,001,2025-03-31_19h57.33.946,tutorial,2024.2.4,2025-03-31 19h57.40.590501 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,2.05170199999975,2.0635229999998046,0.0037976999997226812,2.0635229999998046,2.0635229999998046,5.263755500000116,"[-0.5453703703703704, 0.013888888888888888]","[-0.2324074074074074, 0.001851851851851852]","[1, 1]","[0, 0]","[0, 0]","[2.3118899999999485, 3.211330199999793]","[None, None]",1,[3.1996729999996205],[3.1996784999996635],883280,001,2025-03-31_19h57.33.946,tutorial,2024.2.4,2025-03-31 19h57.40.590501 -0500,
