thisRow.t,notes,step1.started,instruct_mouse.started,next_text.started,step1.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,participant,session,date,expName,psychopyVersion,expStart,
,,0.01022970000008172,0.009943799999973635,0.019336899999871093,1.7710524999999961,[0.017592592592592594],[-0.41388888888888886],[1],[0],[0],[1.7603014000001167],['next_text'],012079,001,2025-04-09_19h36.00.905,problem,2024.2.4,2025-04-09 19h36.06.016598 -0500,
