thisRow.t,notes,step1.started,instruct.started,instruct_mouse.started,next_text.started,step1.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,step2.started,instruct2.started,instruct_mouse2.started,next_text2.started,step2.stopped,instruct_mouse2.x,instruct_mouse2.y,instruct_mouse2.leftButton,instruct_mouse2.midButton,instruct_mouse2.rightButton,instruct_mouse2.time,instruct_mouse2.clicked_name,participant,session,date,expName,psychopyVersion,expStart,
,,0.012075600000116538,0.021173799999814946,0.011783899999954883,0.021173799999814946,3.362196500000209,[0.010185185185185186],[-0.40555555555555556],[1],[0],[0],[3.3496941999997034],['next_text'],,,,,,,,,,,,,275043,001,2025-03-31_19h48.39.104,tutorial,2024.2.4,2025-03-31 19h48.45.837327 -0500,
,,,,,,,,,,,,,,3.370411899999908,3.3774343999998564,0.008143500000187487,3.3774343999998564,8.99314749999985,[0.020370370370370372],[-0.39814814814814814],[1],[0],[0],[5.6222068000001855],['next_text2'],275043,001,2025-03-31_19h48.39.104,tutorial,2024.2.4,2025-03-31 19h48.45.837327 -0500,
