thisRow.t,notes,instructions.started,instruct.started,instruct_mouse.started,next_text.started,instructions.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,participant,session,date,expName,psychopyVersion,expStart,
,,0.011682800000016869,0.021631500000012238,0.01139559999978701,0.021631500000012238,4.957531999999901,"[0.04722222222222222, 0.012962962962962963]","[-0.03425925925925926, -0.39814814814814814]","[1, 1]","[0, 0]","[0, 0]","[3.829488999999967, 4.945339399999966]","[None, 'next_text']",402357,001,2025-03-31_19h38.41.422,tutorial,2024.2.4,2025-03-31 19h38.46.240879 -0500,
