thisRow.t,notes,instructions.started,instruct.started,next_text.started,instruct_mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013040900000078182,0.027828100000078848,0.027828100000078848,0.012767199999871082,,,,,,,,
