thisRow.t,notes,trial.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.013362500000084765,0.029834200000095734,10.009919699999955,201326,001,2025-03-26_22h05.21.012,tutorial,2024.2.4,60.01352704894767,2025-03-26 22h05.26.855246 -0500,
