thisRow.t,notes,instructions.started,instruct.started,next_text.started,instruct_mouse.started,next_test2.started,next_test2.stopped,instructions.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,participant,session,date,expName,psychopyVersion,expStart,
,,0.011474499999849286,0.02216909999992822,0.02216909999992822,0.011210699999992357,0.02216909999992822,1.0357798000000003,8.734293099999832,"[-0.11944444444444445, -0.3472222222222222, 0.025]","[-0.03888888888888889, -0.16574074074074074, -0.4046296296296296]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[6.2411282999999, 6.939541399999825, 8.722402899999906]","[None, None, 'next_text']",283309,001,2025-03-31_19h36.20.977,tutorial,2024.2.4,2025-03-31 19h36.26.309780 -0500,
