thisRow.t,notes,trial.started,step_1_welcome.started,button.started,mouse.started,trial.stopped,button.numClicks,button.timesOn,button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011827300000277319,0.027993700000024546,0.027993700000024546,0.011579999999867141,20.02223989999993,0,,,[0.2824074074074074],[0.337037037037037],[1],[0],[0],[20.0098938000001],299537,001,2025-03-26_22h22.15.680,tutorial,2024.2.4,60.013238920555686,2025-03-26 22h22.21.648031 -0500,
