thisN,thisTrialN,thisRepN,question.thisRepN,question.thisTrialN,question.thisN,question.thisIndex,thisRow.t,notes,step1.started,problem.started,key.started,dialog.started,step1.stopped,question.problem.text,question.key.keys,question.key.rt,question.key.duration,participant,session,date,expName,psychopyVersion,expStart,
4,0,4,4,0,4,0,32.824042300000656,,32.808395400000336,32.824042300000656,32.824042300000656,32.824042300000656,37.15644479999992,"Question> What is the word.
",return,4.234379200000149,0.0954290999998193,,,,,,,
