thisN,thisTrialN,thisRepN,question.thisRepN,question.thisTrialN,question.thisN,question.thisIndex,thisRow.t,notes,step1.started,problem.started,key.started,answer.started,step1.stopped,question.problem.text,question.key.keys,question.key.rt,question.key.duration,question.answer.text,participant,session,date,expName,psychopyVersion,expStart,
3,0,3,3,0,3,0,9.400158599999486,,9.384874399998807,9.400158599999486,9.400158599999486,9.400158599999486,9.38363550000031,"Question> question me
",return,2.7469891000000644,0.0974698999998509,"XXX Question> question me
",,,,,,,
