thisRow.t,notes,trial.started,step_1_welcome.started,button.started,mouse.started,trial.stopped,button.numClicks,button.timesOn,button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.005102000000022144,0.021146900000019286,0.021146900000019286,0.004816099999970902,1.6220710000000054,1,[1.5999515000000315],[1.599958000000015],[-0.21666666666666667],[-0.10648148148148148],[1],[0],[0],[1.6164641999999958],['step_1_welcome'],094127,001,2025-03-31_19h17.17.348,tutorial,2024.2.4,60.052702251487105,2025-03-31 19h17.26.352496 -0500,
