thisRow.t,notes,trial.started,step_1_welcome.started,button.started,button.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.006620200000270415,0.022774500000195985,0.022774500000195985,1.02242570000044,,,,,,,,
