thisRow.t,notes,step1.started,instruct.started,instruct_mouse.started,next_text.started,step1.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,step2.started,instruct2.started,instruct_mouse2.started,next_text2.started,step2.stopped,instruct_mouse2.x,instruct_mouse2.y,instruct_mouse2.leftButton,instruct_mouse2.midButton,instruct_mouse2.rightButton,instruct_mouse2.time,instruct_mouse2.clicked_name,step3_pretest.started,instruct3.started,answerA.started,answerB.started,participant,session,date,expName,psychopyVersion,expStart,
,,0.012711299999864423,0.02485979999983101,0.01247830000011163,0.02485979999983101,1.0873481999997239,[0.004629629629629629],[-0.35185185185185186],[1],[0],[0],[1.074206299999787],['next_text'],,,,,,,,,,,,,,,,,331403,001,2025-03-31_20h10.48.798,tutorial,2024.2.4,2025-03-31 20h10.53.766784 -0500,
,,,,,,,,,,,,,,1.0947645999999622,1.1028889999997773,0.007347100000060891,1.1028889999997773,1.5538602999999966,[0.013888888888888888],[-0.3527777777777778],[1],[0],[0],[0.45870990000003076],['next_text2'],,,,,331403,001,2025-03-31_20h10.48.798,tutorial,2024.2.4,2025-03-31 20h10.53.766784 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.5578215000000455,1.5694181999997454,1.5694181999997454,1.5694181999997454,,,,,,,
