thisN,thisTrialN,thisRepN,question.thisRepN,question.thisTrialN,question.thisN,question.thisIndex,thisRow.t,notes,step1.started,problem.started,key.started,answer.started,step1.stopped,question.problem.text,question.key.keys,question.key.rt,question.key.duration,question.answer.text,participant,session,date,expName,psychopyVersion,expStart,
2,0,2,2,0,2,0,14.694118999999773,,14.67971209999996,14.694118999999773,14.694118999999773,14.694118999999773,14.677661300000182,"Question> Is what is my favorite color
",return,5.390289400000256,0.08796369999981835,,,,,,,,
