thisRow.t,notes,instructions.started,instruct.started,instruct_mouse.started,next_tesxt.started,participant,session,date,expName,psychopyVersion,expStart,
,,0.011662499999829379,0.020865199999889228,0.011394599999903221,0.020865199999889228,,,,,,,
