thisRow.t,notes,trial.started,text.started,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.039221299999894654,0.05913909999992484,1.0128182999999353,395688,001,2025-03-26_21h54.58.952,tutorial,2024.2.4,59.73401637190791,2025-03-26 21h55.14.812140 -0500,
