thisN,thisTrialN,thisRepN,question.thisRepN,question.thisTrialN,question.thisN,question.thisIndex,thisRow.t,notes,step1.started,instruct_mouse.started,next_button.started,problem.started,key.started,step1.stopped,participant,session,date,expName,psychopyVersion,expStart,
0,0,0,0,0,0,0,0.016678500000125496,,0.009165400000711088,0.008914000000004307,0.016678500000125496,1.0001544000006106,1.0001544000006106,7.8985998000007385,,,,,,,
