thisRow.t,notes,trial.started,step_1_welcome.started,button.started,mouse.started,trial.stopped,button.numClicks,button.timesOn,button.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0070666999999957625,0.0231354000002284,0.0231354000002284,0.0067530000001170265,1.8078457999999955,0,,,[-0.22592592592592592],[0.43148148148148147],[1],[0],[0],[1.8003327999999783],[None],746731,001,2025-03-26_22h24.16.233,tutorial,2024.2.4,60.03345063880532,2025-03-26 22h24.21.941556 -0500,
