thisRow.t,notes,trial.started,step_1_welcome.started,key_resp.started,step_2_welcome.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.017714799999794195,0.03414269999984754,0.03414269999984754,0.03414269999984754,2.303961900000104,space,2.26064340000039,None,997230,001,2025-03-26_22h16.58.610,tutorial,2024.2.4,60.019182130705204,2025-03-26 22h17.05.688085 -0500,
