thisRow.t,notes,step1.started,instruct_mouse.started,next_text.started,problem.started,step1.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,problem.text,participant,session,date,expName,psychopyVersion,expStart,
,,0.010289499999998952,0.010003400000186957,0.01649619999989227,0.9994505999998182,8.697844400000122,[0.007407407407407408],[-0.42407407407407405],[1],[0],[0],[8.687052900000253],['next_text'],Question> This is my text.  How is it working?,969424,001,2025-04-09_19h47.12.478,problem,2024.2.4,2025-04-09 19h47.17.261908 -0500,
