thisRow.t,notes,trial.started,text.started,text.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003559499999937543,0.009200799999916853,1.0093319999998585,0.993417799999861,499147,001,2025-03-26_21h56.50.585,tutorial,2024.2.4,60.02350520464157,2025-03-26 21h57.14.299486 -0500,
