thisRow.t,notes,instructions.started,instruct.started,next_text.started,instruct_mouse.started,instructions.stopped,instruct_mouse.x,instruct_mouse.y,instruct_mouse.leftButton,instruct_mouse.midButton,instruct_mouse.rightButton,instruct_mouse.time,instruct_mouse.clicked_name,participant,session,date,expName,psychopyVersion,expStart,
,,0.011025300000028437,0.0189136999999846,0.0189136999999846,0.010745699999915814,6.633489999999938,[0.010185185185185186],[-0.40185185185185185],[1],[0],[0],[6.6220201000001],['next_text'],894857,001,2025-03-31_19h32.27.867,tutorial,2024.2.4,2025-03-31 19h32.33.172817 -0500,
