thisRow.t,notes,trial.started,step_1_welcome.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0037732999999207095,0.020342799999980343,0.020342799999980343,6.754985099999885,space,6.7178923000001305,None,087690,001,2025-03-26_22h14.49.163,tutorial,2024.2.4,60.01053785040082,2025-03-26 22h14.56.130999 -0500,
